key,en,ru
Q_369,How do you handle situations where your own interests and desires conflict with the needs and expectations of others?,"Как ты справляешься с ситуациями, когда твои собственные интересы и желания вступают в конфликт с потребностями и ожиданиями других людей?"
Q_370,How do you handle situations where your own interests conflict with those of others?,"Как ты справляешься с ситуациями, когда твои собственные интересы вступают в конфликт с интересами других людей?"
Q_371,How do you handle situations where your own needs and desires clash with those of others?,"Как ты справляешься с ситуациями, когда твои собственные потребности и желания вступают в противоречие с желаниями других людей?"
Q_372,How do you handle situations where your own needs and desires conflict with those of someone else?,"Как ты справляешься с ситуациями, когда твои собственные потребности и желания вступают в конфликт с чьими-то еще?"
Q_373,How do you handle situations where your personal values and beliefs clash with the expectations of those around you?,"Как ты справляешься с ситуациями, когда твои личные ценности и убеждения вступают в противоречие с ожиданиями окружающих?"
Q_374,How do you handle situations where your personal values and desires conflict with the needs and expectations of others?,"Как ты справляешься с ситуациями, когда твои личные ценности и желания вступают в конфликт с потребностями и ожиданиями других людей?"
Q_375,How do you handle situations where your personal values and morals conflict with the desires of those around you?,"Как ты справляешься с ситуациями, когда твои личные ценности и мораль вступают в конфликт с желаниями окружающих?"
Q_376,How do you handle situations where your personal values or principles conflict with the demands of others?,"Как ты справляешься с ситуациями, когда твои личные ценности или принципы вступают в конфликт с требованиями других людей?"
Q_377,How do you handle situations where your values and morals are put to the test?,"Как ты справляешься с ситуациями, когда твои ценности и мораль подвергаются испытанию?"
Q_378,How do you handle situations where your values or morals conflict with the needs of those around you?,"Как ты справляешься с ситуациями, когда твои ценности или мораль вступают в конфликт с потребностями окружающих тебя людей?"
Q_379,How do you handle situations where your values or principles are challenged?,"Как ты справляешься с ситуациями, когда твоим ценностям или принципам бросают вызов?"
Q_380,How do you handle solitude and being alone?,Как ты справляешься с одиночеством и пребыванием в одиночестве?
Q_381,How do you handle solitude and isolation?,Как ты справляешься с одиночеством и изоляцией?
Q_382,How do you handle solitude and quiet contemplation?,Как ты справляешься с одиночеством и спокойным созерцанием?
Q_383,How do you handle solitude and quiet time?,Как ты справляешься с одиночеством и тихим временем?
Q_384,How do you handle solitude or isolation from others?,Как ты справляешься с одиночеством или изоляцией от других?
Q_385,"How do you handle the attention of others, whether it's admiration, envy, or fear?","Как ты справляешься с вниманием окружающих, будь то восхищение, зависть или страх?"
Q_386,How do you handle the concept of authority and power?,Как ты справляешься с понятием авторитета и власти?
Q_387,How do you handle the consequences of your actions?,Как ты справляешься с последствиями своих действий?
Q_388,"How do you handle the idea of 'power' in a situation, especially if it means going against what's considered 'right'? ","Как ты справляешься с идеей ""власти"" в той или иной ситуации, особенно если это означает идти против того, что считается ""правильным""?"
Q_389,How do you handle the idea of being an outsider or not belonging?,"Как ты справляешься с мыслью о том, что ты чужой или не принадлежишь себе?"
Q_390,How do you handle the idea of power and authority?,Как ты справляешься с идеей силы и власти?
Q_391,How do you handle the moral gray areas in life?,Как ты справляешься с моральными серыми зонами в жизни?
Q_392,How do you handle the power dynamics in social situations?,Как ты справляешься с динамикой власти в социальных ситуациях?
Q_393,"How do you handle the pressure of being expected to perform a certain way, and what do you do when others try to dictate your actions?","Как ты справляешься с давлением, когда от тебя ждут определенных результатов, и что ты делаешь, когда другие пытаются диктовать тебе свои действия?"
Q_394,How do you handle the pressure of being responsible for others' lives?,Как ты справляешься с давлением ответственности за чужие жизни?
Q_395,How do you handle the pressure of being responsible for the well-being of others?,Как ты справляешься с давлением ответственности за благополучие других людей?
Q_396,How do you handle the pressure of being the center of attention?,"Как ты справляешься с давлением, когда оказываешься в центре внимания?"
Q_397,How do you handle the pressure to conform to societal expectations or norms?,"Как ты справляешься с давлением, заставляющим соответствовать общественным ожиданиям или нормам?"
Q_398,How do you handle the pressure to conform to societal norms and expectations?,"Как ты справляешься с давлением, заставляющим соответствовать общественным нормам и ожиданиям?"
Q_399,How do you handle the pressure to make difficult choices?,"Как ты справляешься с давлением, заставляющим делать сложный выбор?"
Q_400,How do you handle the tension between individuality and belonging to a group?,Как ты справляешься с напряжением между индивидуальностью и принадлежностью к группе?
Q_401,How do you handle times of quiet contemplation and introspection?,Как ты справляешься с временами спокойного созерцания и самоанализа?
Q_402,How do you handle times of solitude or quiet reflection?,Как ты справляешься с временами одиночества или тихих размышлений?
Q_403,How do you handle unexpected challenges and setbacks?,Как ты справляешься с неожиданными трудностями и неудачами?
Q_404,How do you handle unexpected challenges or obstacles?,Как ты справляешься с неожиданными трудностями или препятствиями?
Q_405,How do you handle unexpected events or surprises in your life?,Как ты справляешься с неожиданными событиями или сюрпризами в своей жизни?
Q_406,How do you handle unexpected obstacles or setbacks?,Как ты справляешься с неожиданными препятствиями или неудачами?
Q_407,How do you handle unexpected setbacks or failures in your goals?,Как ты справляешься с неожиданными неудачами или провалами в достижении своих целей?
Q_408,How do you handle unexpected setbacks or failures?,Как ты справляешься с неожиданными неудачами или провалами?
Q_409,How do you handle unexpected surprises in your daily life?,Как ты справляешься с неожиданными сюрпризами в своей повседневной жизни?
Q_410,How do you handle unexpected surprises or plot twists in a story?,Как ты справляешься с неожиданными сюрпризами или сюжетными поворотами в истории?
Q_411,How do you handle unexpected surprises or plot twists in life?,Как ты справляешься с неожиданными сюрпризами или сюжетными поворотами в жизни?
Q_412,How do you handle unexpected surprises or setbacks?,Как ты справляешься с неожиданными сюрпризами или неудачами?
Q_413,How do you handle your emotions when faced with a loss or failure?,"Как ты справляешься со своими эмоциями, когда сталкиваешься с потерей или неудачей?"
Q_414,How do you handle your emotions when things don't go as planned?,"Как ты справляешься со своими эмоциями, когда все идет не так, как планировалось?"
Q_415,How do you handle yourself in a situation where you're not in control?,"Как ты справляешься с собой в ситуации, когда не контролируешь ситуацию?"
Q_416,How do you handle yourself in situations where you're faced with a powerful force that's beyond your control?,"Как ты справляешься с собой в ситуациях, когда сталкиваешься с могущественной силой, которая тебе неподвластна?"
Q_417,"How do you handle yourself when faced with a moral dilemma, where following one path may lead to benefits for yourself but harm to others?","Как ты поступишь, столкнувшись с моральной дилеммой, когда следование по одному пути может принести пользу тебе самому, но навредить другим?"
Q_418,How do you handle yourself when faced with a situation where you're forced to make sacrifices for the greater good?,"Как ты справляешься с собой, когда сталкиваешься с ситуацией, в которой вынужден идти на жертвы ради общего блага?"
Q_419,How do you like to spend your downtime or free time?,Как ты любишь проводить свой простой или свободное время?
Q_420,How do you like to spend your downtime?,Как ты любишь проводить время простоя?
Q_421,How do you like to spend your free time?,Как ты любишь проводить свободное время?
Q_422,"How do you like to spend your leisure time, when not pursuing goals or solving problems?","Как ты любишь проводить свой досуг, когда не преследуешь цели или не решаешь проблемы?"
Q_423,How do you perceive the balance between individual freedom and collective good?,Как ты воспринимаешь баланс между индивидуальной свободой и коллективным благом?
Q_424,"How do you perceive your place in the world, and what is your attitude towards leadership and authority?",Как ты воспринимаешь свое место в мире и каково твое отношение к лидерству и власти?
Q_425,How do you perceive your role in a group or community?,Как ты воспринимаешь свою роль в группе или сообществе?
Q_426,How do you perceive yourself in social situations?,Как ты воспринимаешь себя в социальных ситуациях?
Q_427,How do you prefer to handle conflicts and disagreements?,Как ты предпочитаешь справляться с конфликтами и разногласиями?
Q_428,How do you prefer to handle conflicts or disagreements with others?,Как ты предпочитаешь улаживать конфликты или разногласия с окружающими?
Q_429,How do you prefer to interact with others in a social setting?,Как ты предпочитаешь взаимодействовать с другими людьми в социальной обстановке?
Q_430,How do you prefer to spend your downtime?,Как ты предпочитаешь проводить время простоя?
Q_431,How do you prefer to spend your free time?,Как ты предпочитаешь проводить свободное время?
Q_432,How do you prefer to spend your leisure time?,Как ты предпочитаешь проводить свой досуг?
Q_433,How do you prioritize your relationships with others?,Как ты расставляешь приоритеты в отношениях с другими людьми?
Q_434,How do you react to being around large groups of people?,Как ты реагируешь на пребывание в окружении больших групп людей?
Q_435,How do you react to being in a position of power or authority?,"Как ты реагируешь на то, что находишься в положении силы или власти?"
Q_436,How do you react to being misunderstood or misjudged by others?,"Как ты реагируешь на то, что другие тебя не понимают или неправильно оценивают?"
Q_437,How do you react to being part of a group or community?,"Как ты реагируешь на то, что являешься частью группы или сообщества?"
Q_438,How do you react to being underestimated or dismissed by others?,"Как ты реагируешь на то, что другие тебя недооценивают или отвергают?"
Q_439,How do you react when confronted with a seemingly insurmountable challenge?,"Как ты реагируешь, когда сталкиваешься с, казалось бы, непреодолимой проблемой?"
Q_440,How do you react when confronted with someone who is stubbornly refusing to change their mind or adapt to a new situation?,"Как ты реагируешь, когда сталкиваешься с человеком, который упорно отказывается менять свое мнение или приспосабливаться к новой ситуации?"
Q_441,How do you react when confronted with something that challenges your sense of morality or justice?,"Как ты реагируешь, когда сталкиваешься с чем-то, что бросает вызов твоему чувству морали или справедливости?"
Q_442,How do you react when faced with a moral dilemma that challenges your personal values?,"Как ты реагируешь, когда сталкиваешься с моральной дилеммой, которая бросает вызов твоим личным ценностям?"
Q_443,How do you react when faced with a moral dilemma that requires you to make a difficult choice between two or more conflicting values?,"Как ты реагируешь, когда сталкиваешься с моральной дилеммой, которая требует от тебя сделать сложный выбор между двумя или более противоречивыми ценностями?"
Q_444,How do you react when faced with a moral dilemma where multiple options have conflicting consequences?,"Как ты реагируешь, когда сталкиваешься с моральной дилеммой, где несколько вариантов имеют противоречивые последствия?"
Q_445,"How do you react when faced with a moral dilemma, where your personal values or sense of justice is at stake?","Как ты реагируешь, когда сталкиваешься с моральной дилеммой, где на кону стоят твои личные ценности или чувство справедливости?"
Q_446,How do you react when faced with a moral dilemma?,"Как ты реагируешь, когда сталкиваешься с моральной дилеммой?"
Q_447,How do you react when faced with a seemingly impossible task or challenge?,"Как ты реагируешь, когда сталкиваешься с, казалось бы, невыполнимой задачей или вызовом?"
Q_448,How do you react when faced with a seemingly insurmountable challenge?,"Как ты реагируешь, когда сталкиваешься с, казалось бы, непреодолимой проблемой?"
Q_449,How do you react when faced with a seemingly insurmountable obstacle or challenge?,"Как ты реагируешь, когда сталкиваешься с, казалось бы, непреодолимым препятствием или вызовом?"
Q_450,How do you react when faced with a situation that requires you to use your intuition or 'sixth sense'?,"Как ты реагируешь, когда сталкиваешься с ситуацией, требующей от тебя использования интуиции или ""шестого чувства""?"
Q_451,How do you react when faced with a situation that seems impossible or insurmountable?,"Как ты реагируешь, когда сталкиваешься с ситуацией, которая кажется невозможной или непреодолимой?"
Q_452,How do you react when faced with a situation where you have to make a choice between pleasing others and staying true to yourself?,"Как ты реагируешь, когда сталкиваешься с ситуацией, в которой тебе приходится делать выбор между тем, чтобы угодить другим, и тем, чтобы остаться верным себе?"
Q_453,"How do you react when faced with a task that requires patience, persistence, and attention to detail?","Как ты реагируешь, когда сталкиваешься с задачей, требующей терпения, настойчивости и внимания к деталям?"
Q_454,How do you react when faced with the unknown or something that doesn't make logical sense?,"Как ты реагируешь, когда сталкиваешься с неизвестным или с чем-то, что не имеет логического смысла?"
Q_455,How do you react when others don't share your enthusiasm or ideas?,"Как ты реагируешь, когда другие не разделяют твоего энтузиазма или идей?"
Q_456,How do you react when others don't take your ideas or opinions seriously?,"Как ты реагируешь, когда другие не воспринимают твои идеи или мнения всерьез?"
Q_457,How do you react when others doubt or underestimate you?,"Как ты реагируешь, когда другие сомневаются или недооценивают тебя?"
Q_458,How do you react when others try to constrain or control you?,"Как ты реагируешь, когда другие пытаются тебя сдерживать или контролировать?"
Q_459,How do you react when others underestimate your abilities?,"Как ты реагируешь, когда другие недооценивают твои способности?"
Q_460,How do you react when someone challenges your knowledge or expertise?,"Как ты реагируешь, когда кто-то оспаривает твои знания или опыт?"
Q_461,How do you react when someone is being dishonest or deceitful?,"Как ты реагируешь, когда кто-то ведет себя нечестно или обманывает?"
Q_462,How do you react when someone is being unreasonable or refusing to listen to reason?,"Как ты реагируешь, когда кто-то ведет себя неразумно или отказывается слушать доводы разума?"
Q_463,How do you react when someone is in trouble and needs your immediate assistance?,"Как ты реагируешь, когда кто-то попал в беду и нуждается в твоей немедленной помощи?"
Q_464,How do you react when someone is trying to deceive or manipulate you?,"Как ты реагируешь, когда кто-то пытается тебя обмануть или манипулировать тобой?"
Q_465,How do you react when someone tries to impose their will or authority on you?,"Как ты реагируешь, когда кто-то пытается навязать тебе свою волю или власть?"
Q_466,How do you react when someone tries to manipulate or take advantage of you?,"Как ты реагируешь, когда кто-то пытается манипулировать тобой или использовать в своих интересах?"
Q_467,How do you react when someone tries to take credit for your work or ideas?,"Как ты реагируешь, когда кто-то пытается присвоить себе заслуги твоей работы или идеи?"
Q_468,How do you react when you discover a hidden secret or are confronted with a mysterious phenomenon?,"Как ты реагируешь, когда обнаруживаешь скрытый секрет или сталкиваешься с загадочным явлением?"
Q_469,How do you react when you're faced with a situation where someone is being taken advantage of or treated unfairly?,"Как ты реагируешь, когда сталкиваешься с ситуацией, когда кого-то используют в своих интересах или поступают с ним несправедливо?"
Q_470,How do you react when you're in a situation where you have to make difficult choices that affect others?,"Как ты реагируешь, когда оказываешься в ситуации, когда тебе приходится делать сложный выбор, затрагивающий других людей?"
Q_471,How do you respond to a situation where someone else's actions or decisions directly affect you?,"Как ты реагируешь на ситуацию, когда чьи-то действия или решения напрямую влияют на тебя?"
Q_472,How do you respond to being challenged or criticized?,"Как ты реагируешь на то, что тебе бросают вызов или критикуют?"
Q_473,How do you respond to being in a position of power or authority?,"Как ты реагируешь на то, что находишься в положении силы или власти?"
Q_474,How do you respond to conflict or disagreement with others?,Как ты реагируешь на конфликты или разногласия с окружающими?
Q_475,How do you respond to pressure and expectations from others?,Как ты реагируешь на давление и ожидания со стороны окружающих?
Q_476,How do you respond to situations where someone is trying to manipulate or deceive others?,"Как ты реагируешь на ситуации, когда кто-то пытается манипулировать или обманывать других?"
Q_477,How do you respond to situations where you're given complete freedom and autonomy?,"Как ты реагируешь на ситуации, когда тебе предоставляется полная свобода и самостоятельность?"
Q_478,How do you respond to those who challenge or undermine your creative expression?,"Как ты реагируешь на тех, кто бросает вызов или подрывает твое творческое самовыражение?"
Q_479,How do you respond to unexpected situations that require quick thinking?,"Как ты реагируешь на неожиданные ситуации, которые требуют быстрого мышления?"
Q_480,How do you respond when confronted with someone who is significantly more powerful or influential than yourself?,"Как ты реагируешь, когда сталкиваешься с человеком, который значительно сильнее или влиятельнее тебя самого?"
Q_481,How do you respond when faced with a moral dilemma that goes against your personal values?,"Как ты реагируешь, когда сталкиваешься с моральной дилеммой, которая противоречит твоим личным ценностям?"
Q_482,How do you respond when faced with a moral dilemma that requires you to make a difficult choice?,"Как ты реагируешь, когда сталкиваешься с моральной дилеммой, которая требует от тебя сделать сложный выбор?"
Q_483,"How do you respond when faced with a moral dilemma, where doing the right thing requires you to make a difficult sacrifice or compromise?","Как ты реагируешь, когда сталкиваешься с моральной дилеммой, когда для того, чтобы поступить правильно, тебе приходится идти на трудную жертву или компромисс?"
Q_484,How do you respond when faced with a moral dilemma?,"Как ты реагируешь, когда сталкиваешься с моральной дилеммой?"
Q_485,How do you respond when faced with a seemingly insurmountable obstacle?,"Как ты реагируешь, когда сталкиваешься с, казалось бы, непреодолимым препятствием?"
Q_486,How do you respond when faced with a sense of confinement or restriction?,"Как ты реагируешь, когда сталкиваешься с чувством скованности или ограничения?"
Q_487,How do you respond when someone challenges your authority or expertise?,"Как ты реагируешь, когда кто-то оспаривает твой авторитет или опыт?"
Q_488,How do you respond when someone is being dishonest or deceitful?,"Как ты реагируешь, когда кто-то ведет себя нечестно или обманывает?"
Q_489,How do you respond when someone is trying to deceive or manipulate you?,"Как ты реагируешь, когда кто-то пытается тебя обмануть или манипулировать тобой?"
Q_490,How do you respond when someone is trying to manipulate or deceive you?,"Как ты реагируешь, когда кто-то пытается манипулировать или обманывать тебя?"
Q_491,How do you respond when someone or something is trying to take away your freedom or autonomy?,"Как ты реагируешь, когда кто-то или что-то пытается отнять у тебя свободу или самостоятельность?"
Q_492,How do you respond when someone questions your authority or challenges your expertise?,"Как ты реагируешь, когда кто-то ставит под сомнение твой авторитет или оспаривает твою компетентность?"
Q_493,How do you respond when someone tries to manipulate or deceive you?,"Как ты реагируешь, когда кто-то пытается манипулировать или обманывать тебя?"
Q_494,How do you respond when someone tries to take advantage of you or undermine your authority?,"Как ты реагируешь, когда кто-то пытается воспользоваться тобой или подорвать твой авторитет?"
Q_495,How do you tend to approach conflicts or disagreements with others?,Как ты обычно подходишь к конфликтам или разногласиям с другими людьми?
Q_496,How do you tend to approach conflicts or disputes with others?,Как ты обычно подходишь к конфликтам или спорам с другими людьми?
Q_497,How do you tend to handle power and authority?,Как ты обычно обращаешься с силой и властью?
Q_498,How do you tend to handle situations where you have to make sacrifices for the greater good?,"Как ты обычно справляешься с ситуациями, когда приходится идти на жертвы ради общего блага?"
Q_499,How do you tend to handle situations where your personal values or morals are at odds with the rules or laws of society?,"Как ты обычно справляешься с ситуациями, когда твои личные ценности или мораль расходятся с правилами или законами общества?"
Q_500,How do you think about and interact with the natural world?,Как ты думаешь о мире природы и взаимодействуешь с ним?
Q_501,How do you think others perceive your greatest strengths and accomplishments?,"Как, по-твоему, окружающие воспринимают твои самые сильные стороны и достижения?"
Q_502,How do you think society should be organized and governed?,"Как, по-твоему, должно быть организовано и управляться общество?"
Q_503,"How do you think you would fare in a world where magic is a powerful force, but also unpredictable and prone to causing chaos?","Как, по-твоему, ты бы справился с миром, где магия - могущественная сила, но при этом непредсказуемая и склонная к хаосу?"
Q_504,How do you think you would handle being isolated from others for an extended period?,"Как, по-твоему, ты бы справился с длительной изоляцией от окружающих?"
Q_505,How do you think you would handle being trapped in a situation from which there's no apparent escape?,"Как, по-твоему, ты бы справился с тем, чтобы оказаться в ловушке, из которой нет очевидного выхода?"
Q_506,How do you think you would react if you stumbled upon a hidden treasure or ancient artifact?,"Как, по-твоему, ты бы отреагировал, если бы наткнулся на спрятанное сокровище или древний артефакт?"
Q_507,How do you think you would spend your time in a situation where you have complete freedom to pursue any interest or activity?,"Как, по-твоему, ты бы проводил время в ситуации, когда у тебя есть полная свобода заниматься любым интересом или делом?"
Q_508,How do you think your life would be different if you had unlimited power over others?,"Как, по-твоему, изменилась бы твоя жизнь, если бы ты имел неограниченную власть над другими людьми?"
Q_509,How do you typically approach a challenge or obstacle?,Как ты обычно подходишь к решению задач или препятствий?
Q_510,How do you typically approach a conflict or disagreement with someone?,Как ты обычно подходишь к конфликту или разногласиям с кем-то?
Q_511,How do you typically approach a mysterious or ancient power?,Как ты обычно подходишь к таинственной или древней силе?
Q_512,How do you typically approach a mysterious or unexplained phenomenon?,Как ты обычно подходишь к таинственному или необъяснимому явлению?
Q_513,"How do you typically approach a new discovery or invention, whether it's in science, art, or magic?","Как ты обычно подходишь к новому открытию или изобретению, будь то в науке, искусстве или магии?"
Q_514,How do you typically approach a situation where you have to make a difficult moral choice?,"Как ты обычно подходишь к ситуации, когда тебе приходится делать сложный моральный выбор?"
Q_515,How do you typically approach a situation where you need to balance individual goals with the greater good?,"Как ты обычно подходишь к ситуации, когда нужно уравновесить индивидуальные цели и общее благо?"
Q_516,How do you typically approach a situation where you need to make a compromise between your own desires and the needs of others?,"Как ты обычно подходишь к ситуации, когда тебе нужно найти компромисс между собственными желаниями и потребностями других людей?"
Q_517,How do you typically approach a situation where you need to make sacrifices for the greater good?,"Как ты обычно подходишь к ситуации, когда нужно чем-то пожертвовать ради общего блага?"
Q_518,How do you typically approach a situation where you're at a disadvantage or facing a formidable opponent?,"Как ты обычно подходишь к ситуации, когда оказываешься в невыгодном положении или сталкиваешься с грозным противником?"
Q_519,How do you typically approach and manage conflict within yourself or with others?,Как ты обычно подходишь к конфликтам и справляешься с ними внутри себя или с другими людьми?
Q_520,How do you typically approach challenges and obstacles in your life?,Как ты обычно подходишь к проблемам и препятствиям в своей жизни?
Q_521,How do you typically approach challenges that seem impossible to overcome?,"Как ты обычно подходишь к решению задач, которые кажутся непосильными?"
Q_522,How do you typically approach complex problems or mysteries that need solving?,"Как ты обычно подходишь к сложным проблемам или загадкам, требующим решения?"
Q_523,How do you typically approach conflict or disagreements with others?,Как ты обычно подходишь к конфликтам или разногласиям с другими людьми?
Q_524,How do you typically approach conflicts and disagreements with others?,Как ты обычно подходишь к конфликтам и разногласиям с окружающими?
Q_525,How do you typically approach conflicts and disagreements?,Как ты обычно подходишь к конфликтам и разногласиям?
Q_526,How do you typically approach conflicts and disputes?,Как ты обычно подходишь к конфликтам и спорам?
Q_527,How do you typically approach conflicts or disagreements with others?,Как ты обычно подходишь к конфликтам или разногласиям с другими людьми?
Q_528,How do you typically approach conflicts or disagreements?,Как ты обычно подходишь к конфликтам или разногласиям?
Q_529,How do you typically approach creative expression or artistic pursuits?,Как ты обычно подходишь к творческому самовыражению или художественным занятиям?
Q_530,How do you typically approach exploring a mysterious or uncharted territory?,Как ты обычно подходишь к исследованию загадочной или неизведанной территории?
Q_531,How do you typically approach relationships and social dynamics?,Как ты обычно подходишь к отношениям и социальной динамике?
Q_532,How do you typically approach relationships and social interactions?,Как ты обычно подходишь к отношениям и социальным взаимодействиям?
Q_533,How do you typically approach social interactions and relationships?,Как ты обычно подходишь к социальным взаимодействиям и отношениям?
Q_534,How do you typically approach social situations and interactions with others?,Как ты обычно подходишь к социальным ситуациям и взаимодействию с другими людьми?
Q_535,How do you typically approach social situations and relationships?,Как ты обычно подходишь к социальным ситуациям и отношениям?
Q_536,How do you typically approach social situations?,Как ты обычно подходишь к социальным ситуациям?
Q_537,"How do you typically deal with feelings of guilt, shame, and regret?","Как ты обычно справляешься с чувством вины, стыда и сожаления?"
Q_538,How do you typically deal with situations where you're forced to make a choice between your own interests and the greater good?,"Как ты обычно справляешься с ситуациями, когда тебе приходится делать выбор между собственными интересами и общим благом?"
Q_539,How do you typically handle a conflict or disagreement with someone close to you?,Как ты обычно справляешься с конфликтами или разногласиями с близкими тебе людьми?
Q_540,How do you typically handle a difficult or intense situation?,Как ты обычно справляешься с трудными или напряженными ситуациями?
Q_541,How do you typically handle a sense of isolation or disconnection from others?,Как ты обычно справляешься с чувством изоляции или отрыва от других?
Q_542,How do you typically handle a sense of loss or grief?,Как ты обычно справляешься с чувством утраты или горя?
Q_543,How do you typically handle a sense of powerlessness or feeling trapped in a situation?,Как ты обычно справляешься с чувством бессилия или ощущением ловушки в ситуации?
Q_544,How do you typically handle a situation where someone else is trying to take control or dominate others?,"Как ты обычно справляешься с ситуацией, когда кто-то другой пытается взять все под контроль или доминировать над другими?"
Q_545,How do you typically handle a situation where someone else's actions are causing harm to yourself or others?,"Как ты обычно справляешься с ситуацией, когда чьи-то действия причиняют вред тебе или окружающим?"
Q_546,How do you typically handle a situation where someone is being dishonest or deceptive?,"Как ты обычно справляешься с ситуацией, когда кто-то ведет себя нечестно или обманывает?"
Q_547,How do you typically handle a situation where someone is trying to deceive or manipulate you?,"Как ты обычно справляешься с ситуацией, когда кто-то пытается тебя обмануть или манипулировать тобой?"
Q_548,How do you typically handle a situation where someone is trying to manipulate or deceive you?,"Как ты обычно справляешься с ситуацией, когда кто-то пытается манипулировать или обмануть тебя?"
Q_549,How do you typically handle a situation where someone is upset or distressed?,"Как ты обычно справляешься с ситуацией, когда кто-то расстроен или огорчен?"
Q_550,How do you typically handle a situation where someone's feelings or opinions are hurt?,"Как ты обычно справляешься с ситуацией, когда задеты чьи-то чувства или мнение?"
Q_551,How do you typically handle a situation where someone's needs or desires conflict with your own?,"Как ты обычно справляешься с ситуацией, когда чьи-то потребности или желания вступают в конфликт с твоими собственными?"
Q_552,How do you typically handle a situation where you feel like your power or authority is being challenged?,"Как ты обычно справляешься с ситуацией, когда чувствуешь, что твою власть или авторитет оспаривают?"
Q_553,How do you typically handle a situation where you feel your authority or status is being challenged?,"Как ты обычно справляешься с ситуацией, когда чувствуешь, что твой авторитет или статус оспаривают?"
Q_554,How do you typically handle a situation where you have to choose between pleasing others and staying true to yourself?,"Как ты обычно справляешься с ситуацией, когда тебе приходится выбирать между тем, чтобы угодить другим, и тем, чтобы остаться верным себе?"
Q_555,How do you typically handle a situation where you have to make sacrifices or compromise on your own goals or desires?,"Как ты обычно справляешься с ситуацией, когда тебе приходится чем-то жертвовать или идти на компромисс с собственными целями или желаниями?"
